rhocut	 real-el	 0-1	 1-0	 1-1	 2-0	 2-1	 2-2	 3-0	 3-1	 3-2	 3-3	 other
615.169 543 	0	0	122	0	0	42	0	0	0	20	28
621.435 546 	0	2	148	0	0	42	0	0	0	26	30
627.7 550 	0	2	167	0	0	42	0	0	0	25	34
633.965 554 	0	1	187	0	0	46	0	0	0	19	42
640.23 559 	0	1	212	0	0	46	0	0	0	16	45
646.496 556 	0	2	236	0	0	47	0	0	0	14	42
652.761 560 	0	3	265	0	0	42	0	0	0	8	44
659.026 555 	0	6	287	0	0	42	0	0	0	6	41
665.291 561 	0	6	296	0	0	37	0	0	0	5	45
671.557 565 	0	5	321	0	0	30	0	0	0	1	51
677.822 560 	0	12	330	0	0	28	0	0	0	0	48
684.087 562 	0	12	343	0	0	19	0	0	0	0	51
690.352 559 	0	20	353	0	1	10	0	0	0	0	53
696.618 554 	0	26	364	0	0	7	0	0	0	0	53
702.883 545 	0	39	357	0	0	4	0	0	0	0	56
709.148 541 	0	44	368	0	0	1	0	0	0	0	54
715.413 549 	0	37	382	0	0	1	0	0	0	0	53
721.679 546 	0	47	373	0	0	1	0	0	0	0	57
727.944 525 	0	76	341	0	0	2	0	0	0	0	61
734.209 528 	0	80	337	0	0	1	0	0	0	0	65
740.474 527 	0	92	319	0	0	0	0	0	0	0	76
746.74 479 	0	137	281	0	0	0	0	0	0	0	70
753.005 530 	0	106	301	0	0	0	0	0	0	0	83
759.27 481 	0	145	269	0	0	0	0	0	0	0	71
765.535 516 	0	143	230	0	0	0	0	0	0	0	111
771.801 472 	0	159	192	0	0	0	0	0	0	0	105
778.066 527 	0	86	224	0	0	0	0	0	0	0	112
784.331 484 	0	98	179	0	0	0	0	0	0	0	105
790.596 477 	0	93	118	0	0	0	0	0	0	0	116
796.862 541 	1	0	156	0	0	0	0	0	0	0	120
803.127 518 	0	0	134	0	0	0	0	0	0	0	99
809.392 537 	0	0	68	0	0	0	0	0	0	0	132
815.657 490 	0	0	55	0	0	0	0	0	0	0	96
821.923 522 	0	0	0	0	0	0	0	0	0	0	117
828.188 497 	0	0	0	0	0	0	0	0	0	0	91
834.453 507 	0	0	0	0	0	0	0	0	0	0	56
840.719 515 	0	0	0	0	0	0	0	0	0	0	31
846.984 505 	0	0	0	0	0	0	0	0	0	0	24
853.249 519 	0	0	0	0	0	0	0	0	0	0	0
859.514 512 	0	0	0	0	0	0	0	0	0	0	0
865.78 513 	0	0	0	0	0	0	0	0	0	0	0
872.045 513 	0	0	0	0	0	0	0	0	0	0	0
878.31 513 	0	0	0	0	0	0	0	0	0	0	0
884.575 512 	0	0	0	0	0	0	0	0	0	0	0
890.841 512 	0	0	0	0	0	0	0	0	0	0	0
897.106 512 	0	0	0	0	0	0	0	0	0	0	0
903.371 512 	0	0	0	0	0	0	0	0	0	0	0
